"id","post_id","channel_type","post_type","post_description","views_count","likes_count","comments_count","shares_count","hashtags","post_datetime","post_time","post_date"
12,"3Rve-rP2wkI",youtube,video,"Every year, the world's most talented mountain biking athletes gather at The Swatch Nines to push the limits of the sport on a one-of-a-kind jump line. This year, GoPro Athlete Bienvenido Aguado took freestyle biking to the next level by stomping the world's first Cliffhanger Front Flip. Join us for a behind-the-scenes look at what all goes down to make a historic trick like this come to fruition. Special thanks to Casey Brown, Elias Ruso, Sam Reynolds, + Nicholi Rogatkin for all of the coverage from Green Hill Bikepark in Germany.

--------------------------------------------------------
Products used in this video:
HERO12 Black: https://GoPro.com/HERO12
Max Lens Mod 2.0: https://GoPro.com/MaxLensMod2
Enduro Battery: https://GoPro.com/Enduro
Chesty: https://GoPro.com/shop/mounts-accessories/chesty/AGCHM-001.html
Adhesive Mounts: https://GoPro.com/shop/mounts-accessories/curved-plus-flat-adhesive-mounts/AACFT-001.html
--------------------------------------------------------

Shot 100% on GoPro: https://gopro.com/
Get stoked and subscribe: http://goo.gl/HgVXpQ

Music Courtesy of Epidemic Sound
https://www.epidemicsound.com/

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro #GoProHERO12 #GoProMTB #MTB #MountainBiking",39557,1414,49,,"GoPro,GoProHERO12,GoProMTB,MTB,MountainBiking","2023-09-15 18:15:00","18:15:00","2023-09-15"
13,_oK1LAqIv3U,youtube,video,"The ultimate POV camera takes on the ultimate coordination test at this public art installation in Germany 🎥🏃‍♂️ Shot on #GoProHERO12 Black with Max Lens Mod 2.0 by #GoProAthlete Jason Paul. #GoPro #GoProPOV #HyperSmooth #FreeRunning #Parkour #Balance #POV

For more GoPro videos, subscribe to our channel 👉 http://goo.gl/HgVXpQ GoPro HERO12 Black 👉 https://GoPro.com/HERO12

Shot 100% on GoPro

Music Courtesy of Epidemic Sound
https://www.epidemicsound.com/

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro",120491713,3220420,26305,,"GoProHERO12,GoProAthlete,GoPro,GoProPOV,HyperSmooth,FreeRunning,Parkour,Balance,POV,GoPro","2023-09-12 14:00:20","14:00:20","2023-09-12"
14,kkDFB5ZU5VQ,youtube,video,"#GoPro #GoProHERO12 #HyperSmooth #GoProSurf #Surfing #Surf #SurfTrip

Capture. Charge. Chill. That’s all it takes to get incredible highlight videos sent to your phone. Simply plug your HERO12 in after a day of filming + relax as your content uploads to the cloud at 100% quality. The @quik app will edit your footage with beat-synced music + effects, then notify you when your personalized Auto Highlight Video is ready to watch + share. It's that easy.

Pre-order now at http://GoPro.com/HERO12

Shot 100% on GoPro

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro",140818,6462,16,,"GoPro,GoProHERO12,HyperSmooth,GoProSurf,Surfing,Surf,SurfTrip,GoPro","2023-09-09 21:00:19","21:00:19","2023-09-09"
15,"7omRWJ2YEQk",youtube,video,"#GoPro #GoProHERO12 #HyperSmooth #Videography #Vlogging

Wireless audio for professional sound + extended range. HERO12 Black connects to Apple AirPods, Bluetooth earbuds, or other wireless mics. This new feature allows vloggers + creators to record audio from their connected device, in addition to the natural audio from the camera. You can also control HERO12 with Voice Control via your connected headset + hear camera alerts to ensure it's doing what you intended. After your get the shot, use playback mode + listen to the audio directly in your ears.

Pre-order now at https://GoPro.com/HERO12

Shot 100% on GoPro

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro",131845,5288,38,,"GoPro,GoProHERO12,HyperSmooth,Videography,Vlogging,GoPro","2023-09-09 17:00:08","17:00:08","2023-09-09"
16,SnRjG46mNCk,youtube,video,"#GoPro #GoProHERO12 #GoProSurf #GoProMoto #HyperSmooth

HERO12 Black can take a beating. Straight out of the box, it's waterproof to 33ft (10m) + ready for thick mud, deep snow, + pounding surf. The replaceable lens cover also features a water-repellant coating that sheds water droplets to keep your shots crystal clear when you're in the water. Max Lens Mod 2.0 is no different, with a 2x more scratch resistant coating that's also hydrophobic + waterproof.

Pre-order HERO12 Black + Max Lens Mod 2.0 at https://GoPro.com/HERO12Bundle

Shot 100% on GoPro

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro",204196,6214,16,,"GoPro,GoProHERO12,GoProSurf,GoProMoto,HyperSmooth,GoPro","2023-09-09 13:00:30","13:00:30","2023-09-09"
17,jcfgWl4aJwM,youtube,video,"HERO12 Black shines when the sun goes down. Its 3 Time Lapse Modes let you get creative in the dead of night, even with Max Lens Mod 2.0 attached. Alongside each Night Effects video you capture, HERO12 Black will also output a high-resolution photo for an easy way to share your masterpiece.

With the push of a button, you can capture:
💫 Star Trails - Use the Earth’s rotation + stars to capture beautiful light trails across the night sky.
🎨 Light Painting - Create brilliant brush stroke effects with moving light.
🚗 Vehicle Light Trails - Blend night-time traffic to record stunning light trail shots.

Pre-order HERO12 Black + Max Lens Mod 2.0 at https://GoPro.com/HERO12Bundle

Shot 100% on GoPro

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro",66915,4105,24,,GoPro,"2023-09-08 21:00:21","21:00:21","2023-09-08"
18,lRInd78mVkM,youtube,video,"Widest. Tallest. Ultimate POV. Upgrade your HERO12 Black by bundling it with the new Max Lens Mod 2.0. This lens attachment offers an industry-leading, 177° FOV at 4K60 in Max HyperView + 48% wider vertical video in Max SuperView, without the need to mount vertically. With Max Lens Mod 2.0 attached, you'll also see a 36% FOV increase in widescreen capture when compared to the standard HERO12 Black. You'll also unlock Max #HyperSmooth + 360° horizon lock in all resolutions + lenses. And if you're looking for slo-mo, try the new 1080p120 video for 1/4 speed footage at a maxed-out FOV. Like to get rough? Max Lens Mod 2.0 is hydrophobic + 2x more scratch resistant than its predecessor, while maintaining a slimmer profile.

Pre-order HERO12 Black + Max Lens Mod now at https://GoPro.com/HERO12Bundle

Shot 100% on GoPro

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro",125509,6062,43,,"HyperSmooth,GoPro","2023-09-08 17:00:37","17:00:37","2023-09-08"
19,THFydLp_WZo,youtube,video,"#GoPro #GoProPOV #HyperSmooth #GoProSnow

Blown highlights + lost shadows are a thing of the past with the addition of High Dynamic Range (HDR) video modes in HERO12 Black. By exposing each video frame at 2 different levels + combining them into 1 balanced image, this new-to-GoPro setting captures details that might typically be lost in bright + dark areas of your footage. The result is life-like videos that replicate the high dynamic range of the human eyes 👀

Pre-order now at https://GoPro.com/HERO12

Shot 100% on GoPro

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro",85558,3495,26,,"GoPro,GoProPOV,HyperSmooth,GoProSnow,GoPro","2023-09-08 13:30:09","13:30:09","2023-09-08"
20,I1SXZMOBr9c,youtube,video,"Shaky video is long gone. HyperSmooth 6.0 continues to raise the bar for in-camera video stabilization, giving you impossibly-smooth footage in every video mode, no matter how rough it gets. If you don't know how wild your ride will be, the upgraded AutoBoost offers more stabilization with less cropping—ensuring you get the widest + smoothest shots possible. Enhanced 360° Horizon Lock also allows your camera to rotate a full 360° while still maintaining perfectly level footage with the Linear + HL Digital Lens. You won’t need a gimbal or stabilization software for pro-quality results.

Attach Max Lens Mod 2.0 if you want the highest stabilization possible on HERO12 Black with Max HyperSmooth. You’ll also get Horizon Lock for all lenses, plus 1080p120 video for ultra stable 4x slo-mo footage with a maxed out FOV.

Pre-order HERO12 Black + Max Lens Mod 2.0 at https://GoPro.com/HERO12Bundle

Shot 100% on GoPro

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro",98139,3145,18,,GoPro,"2023-09-07 21:00:07","21:00:07","2023-09-07"
21,vRQ22IKvwyw,youtube,video,"HERO12 Black delivers industry-leading quality + ultimate versatility in one package. Its immersive 8:7 sensor delivers ultra-high resolution 5.3K60 + 4K120 video. A new 4K Vertical Capture Mode for Reels, TikTok, + YouTube Shorts simplifies mounting + post production for social media creators. Want to slow things down? 240FPS modes enable ultra slow-mo at 1/8 the speed of real time. Then, there's High Dynamic Range video. HDR unlocks a realistic level of detail in your footage by exposing each frame to 2 different brightness levels + combining them into 1 balanced image. This new-to-GoPro setting lifts shadows + reduces highlights in a way that mimics what the human eye sees. #GoPro #GoProHERO12 #HyperSmooth #Videography

#ProTip: Enable our new GP-Log encoding LUT for maximum post-production control.

Pre-order now at https://GoPro.com/HERO12 Black.

Shot 100% on GoPro

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro",53590,2464,24,,"GoPro,GoProHERO12,HyperSmooth,Videography,ProTip,GoPro","2023-09-07 17:00:36","17:00:36","2023-09-07"
22,SPOdpuUUGUU,youtube,video,"#GoPro #GoProHERO12 #HyperSmooth

Double the runtimes, double the memories. HERO12 Black’s power management has been reengineered from the ground up to deliver up to 2x longer continuous recording in our highest performance video modes. The dramatically more efficient processing allows you to film for 70 mins at 5.3K60 (HERO12's highest setting), over 1.5 hours at 5.3K30, + 2.5 hours at 1080p30. For all you powder hounds, the advanced technology of the included 1720mAh Enduro Battery significantly extends runtimes at colder temperatures over previous GoPro cameras + batteries to deliver up to 2x longer continuous recording, in our highest performance video modes, before hitting thermal limits.

Pre-order now at https://GoPro.com/HERO12

Shot 100% on GoPro

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro",61179,2175,20,,"GoPro,GoProHERO12,HyperSmooth,GoPro","2023-09-07 13:00:32","13:00:32","2023-09-07"
23,UZ5G0tVwBkI,youtube,video,"This is everything you need to know about the new HERO12 Black. Best-in-class image quality + video stabilization come together with a huge boost in battery runtimes to bring you the most versatile, most capable, most feature-packed HERO camera ever.

🗣️ Global viewers, tap the settings icon in the bottom-right corner of the video to select an audio track for your preferred language.

Our new camera takes industry-leading 5.3K video + adds High Dynamic Range (HDR) to capture once-in-a-lifetime moments in even more detail. Thanks to the improved power management, HERO12 Black delivers 2x longer continuous recording at 5.3K60 (70 minutes). Tough, lightweight + easily mountable for hands-free recording, it’s ready for anything, all while advanced video stabilization from HyperSmooth 6.0 keeps your footage smooth in the roughest conditions. After recording, simply plug in your GoPro + your footage will automatically upload to the cloud. A highlight video will be sent to your phone that lets you relive your adventures + share the fun.

Pre-Order HERO12 Black: https://GoPro.com/HERO12
Pre-Order HERO12 Black + Max Lens Mod 2.0: https://GoPro.com/HERO12Bundle

Review what’s new:
00:00 - Introducing HERO12 Black
00:33 - The World's Most Versatile Camera
01:00 - Up to 2x Longer Continuous Runtimes
01:28 - HDR Video
01:46 - Video Resolutions
02:23 - Amazing Photos
02:52 - 8:7 Image Sensor
03:23 - HyperView Digital Lens
03:37 - HyperSmooth 6.0
04:15 - Max Lens Mod 2.0
05:41 - Pro-Level Imaging
06:37 - Pro Audio with Bluetooth Support
07:23 - Creative Modes
07:52 - Capture Modes
08:27 - Quik App + Auto-Highlight Videos

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro #GoProHERO12 #HyperSmooth",1223307,32745,2955,,"GoPro,GoProHERO12,HyperSmooth","2023-09-06 13:00:12","13:00:12","2023-09-06"
24,"9scf7RaVdXk",youtube,video,"See ya ✌️ GoPro Subscriber Daniel Regan scored $1,000 for riding his MTB off this unique BASE exit in Switzerland. Shot on our 360 camera, #GoProMAX. #GoPro #GoProAwards #GoProMTB #HyperSmooth #BASE #BASEJumping #Bike #MTB

For more GoPro videos, subscribe to our channel 👉 http://goo.gl/HgVXpQ
GoPro MAX 👉 https://GoPro.com/MAX

Shot 100% on GoPro

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro",2303899,78032,1056,,"GoProMAX,GoPro,GoProAwards,GoProMTB,HyperSmooth,BASE,BASEJumping,Bike,MTB,GoPro","2023-08-31 15:10:50","15:10:50","2023-08-31"
25,jZ4HlPMPN3M,youtube,video,"Have you ever wondered what it would look like to float amongst the clouds? If so, today is your lucky day because GoPro Awards recipient Kasey English did just that. Enjoy this POV from his GoPro MAX as he + a friend went skydiving in their wingsuits + surfed their way through the towering clouds above Venezuela.

--------------------------------------------------------
Products used in this video:
GoPro MAX 360 Camera: http://GoPro.com/MAX
Enduro Battery for MAX: http://GoPro.com/MAXEnduro
64GB SD Card: http://GoPro.com/64SD
--------------------------------------------------------

Shot 100% on GoPro: https://bit.ly/3R4muRO
Get stoked and subscribe: http://goo.gl/HgVXpQ

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro #GoProMAX #HyperSmooth #POV #Wingsuiting #SkyDiving",68676,3153,151,,"GoPro,GoProMAX,HyperSmooth,POV,Wingsuiting,SkyDiving","2023-08-31 15:08:18","15:08:18","2023-08-31"
26,LRnpN1BMrE4,youtube,video,"Name a better place to pop a manual... 😤 #GoProAthlete Kilian Bron captured this wild #GoProMAX POV from his trip to Switzerland. #GoPro #GoProMTB #Bike #MTB #Biking #POV #Balance

For more GoPro videos, subscribe to our channel 👉 http://goo.gl/HgVXpQ
GoPro MAX 360 Camera 👉 https://GoPro.com/MAX

Shot 100% on GoPro

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro",2974706,105144,356,,"GoProAthlete,GoProMAX,GoPro,GoProMTB,Bike,MTB,Biking,POV,Balance,GoPro","2023-08-29 14:00:12","14:00:12","2023-08-29"
27,GlgaJ7dFw64,youtube,video,"This is why you always keep your GoPro on you 🦭 A sleeping sea lion bumped into #GoProAthlete @pachalight in the wildlife haven of the Galapagos Islands. Shot on her #GoProHERO11 Black. #GoPro #GoProSurf #Surfing #Wildlife #SeaLion #Surf

For more GoPro videos, subscribe to our channel 👉 http://goo.gl/HgVXpQ
GoPro HERO11 Black 👉 https://GoPro.com/HERO11Black

Shot 100% on GoPro

Music Courtesy of Epidemic Sound
https://www.epidemicsound.com/

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro",155836,4546,13,,"GoProAthlete,GoProHERO11,GoPro,GoProSurf,Surfing,Wildlife,SeaLion,Surf,GoPro","2023-08-29 14:00:11","14:00:11","2023-08-29"
28,t0r5utA7H50,youtube,video,"Practice makes perfect, even in the summer ⛷️ GoPro Subscriber + Family member Anthony Robert rigged up our 360 camera, #GoProMAX, + showed us how to hit a jump while skiing #GoPro #HyperSmooth #GoProAwards #POV #SkiJump #BigAir

For more GoPro videos, subscribe to our channel 👉 http://goo.gl/HgVXpQ
GoPro MAX 360 Camera 👉 https://GoPro.com/MAX

Shot 100% on GoPro

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro",255698,9523,19,,"GoProMAX,GoPro,HyperSmooth,GoProAwards,POV,SkiJump,BigAir,GoPro","2023-08-28 14:00:39","14:00:39","2023-08-28"
29,FG0vP41ZhOA,youtube,video,"It's every man for themselves on this man-made, white-water slide 😈 Stu Telfer + company hopped in their boats + let gravity take over for this $1,000 GoPro Award. Shot on #GoProHERO11 Black Mini. #GoPro #POV #HyperSmooth #Kayak #Kayaking #Speed

For more GoPro videos, subscribe to our channel 👉 http://goo.gl/HgVXpQ
GoPro HERO11 Black 👉 https://GoPro.com/HERO11Black

Shot 100% on GoPro

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro",53284852,1480355,11138,,"GoProHERO11,GoPro,POV,HyperSmooth,Kayak,Kayaking,Speed,GoPro","2023-08-27 14:00:08","14:00:08","2023-08-27"
30,-FTcgqs-bNw,youtube,video,"#GoProAthlete @remymetailler has graduated from mountain biking to cliff biking 🤯 Peep his #GoProMAX POV from these back-to-back slabs in Squamish, BC. #GoPro #GoProMTB #POV #HyperSmooth #Bike #MTB

For more GoPro videos, subscribe to our channel 👉 http://goo.gl/HgVXpQ GoPro MAX 360 Camera 👉 https://GoPro.com/MAX

Shot 100% on GoPro

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro",191908,7538,39,,"GoProAthlete,GoProMAX,GoPro,GoProMTB,POV,HyperSmooth,Bike,MTB,GoPro","2023-08-24 14:00:00","14:00:00","2023-08-24"
31,iR65LCZIo0U,youtube,video,"GoPro Million Dollar Challenge award recipient + big cat rehabilitation specialist @lisatorajaqueline captured a day in her life with Rei, the leopard cub, + scored $18,181 for her efforts. This is no African safari though, she uses #GoProHERO11 Black to document all of her ""re-wilding"" efforts to return + rehabilitate displaced, large African cats to their natural habitats. #GoPro #HyperSmooth #Leopard #Wildlife #WildlifePhotography #Africa #POV #BigCats

For more GoPro videos, subscribe to our channel 👉 http://goo.gl/HgVXpQ
GoPro HERO11 Black 👉 https://GoPro.com/HERO11Black

Shot 100% on GoPro

Music Courtesy of Epidemic Sound
https://www.epidemicsound.com/

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro",140194,6692,29,,"GoProHERO11,GoPro,HyperSmooth,Leopard,Wildlife,WildlifePhotography,Africa,POV,BigCats,GoPro","2023-08-22 18:30:50","18:30:50","2023-08-22"
32,"0adXSaA3qtE",youtube,video,"No matter how you spin it, John Lavan's POV of Chase Reinford is wild 😤 His #GoProHERO11 Black headcam of this BASE jump in Italy scored him a $500 GoPro Award. #GoPro #HyperSmooth #BASE #BASEJumping #POV

For more GoPro videos, subscribe to our channel 👉 http://goo.gl/HgVXpQ
GoPro HERO11 Black 👉 https://GoPro.com/HERO11Black

Shot 100% on GoPro

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro",172399,4624,29,,"GoProHERO11,GoPro,HyperSmooth,BASE,BASEJumping,POV,GoPro","2023-08-20 14:00:00","14:00:00","2023-08-20"
33,YDoCu0uILcU,youtube,video,"For a select group of humans, the ocean is where they call home. Josh Shankle + Rachel Moore departed from their land-based life in Ventura, California for a new journey on the deck + in the ocean. The adventure-fueled couple travels the world on the 42' Tayana sailboat named, ""Agapē"". Together they explore the most remote island chains, scuba + free dive with the most incredible wildlife, and get to appreciate the the immense beauty that covers 71% of our planet. Hop onboard and experience what it's like to live life without bounds + to follow only the wind and tides.

--------------------------------------------------------
Products used in this video:
HERO11 Black: https://GoPro.com/HERO11Black
Protective Housing: https://GoPro.com/ProtectiveHousing
The Handler Floating Grip: https://GoPro.com/Handler
El Grande: https://GoPro.com/shop/mounts-accessories/el-grande/AGXTS-001.html
Dive Master Filter Kit: https://GoPro.com/shop/mounts-accessories/polarpro-divemaster-filter-kit-protective-housing/APPRO-006.html
--------------------------------------------------------

Shot 100% on GoPro: https://bit.ly/3P0PyYR
Get stoked and subscribe: http://goo.gl/HgVXpQ

Music Courtesy of Epidemic Sound
https://www.epidemicsound.com/

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro #GoProHERO11 #GoProTravel #Sailing #Sailboat #ScubaDiving",37575,1286,103,,"GoPro,GoProHERO11,GoProTravel,Sailing,Sailboat,ScubaDiving","2023-08-18 14:00:32","14:00:32","2023-08-18"
34,tQfgIV_JB-4,youtube,video,"A calculated yeet 🪂 Would you let your friends fling you into flight while skydiving like GoPro Subscriber Kasey English + Sam dyer? Shot on our 360 camera, #GoProMAX. #GoPro #HyperSmooth #Wingsuit #POV #Skydiving #Skydive

For more GoPro videos, subscribe to our channel 👉 http://goo.gl/HgVXpQ
GoPro MAX 👉 https://GoPro.com/MAX

Shot 100% on GoPro

Music Courtesy of Epidemic Sound
https://www.epidemicsound.com/

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro",114713,3527,19,,"GoProMAX,GoPro,HyperSmooth,Wingsuit,POV,Skydiving,Skydive,GoPro","2023-08-15 17:30:14","17:30:14","2023-08-15"
35,jJmU6A0ZfIY,youtube,video,"Friends come in all shapes + sizes 🐬 GoPro Subscriber Sayaka Muramoto went freediving alongside a curious group of dolphins off the coast of Okinawa, Japan. #GoPro #GoProSelfie #Dolphins #Diving #FreeDiving #WildlifePhotography #Wildlife

For more GoPro videos, subscribe to our channel 👉 http://goo.gl/HgVXpQ
GoPro HERO11 Black 👉 https://GoPro.com/HERO11Black

Shot 100% on GoPro

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro",96116,4218,26,,"GoPro,GoProSelfie,Dolphins,Diving,FreeDiving,WildlifePhotography,Wildlife,GoPro","2023-08-14 21:15:00","21:15:00","2023-08-14"
36,_L2WJfgtuY8,youtube,video,"This isn't sped up 🤯 #GoProAwards recipient Zach Clayton scored $500 for the ultimate, high-speed mountain biking run through the forests of Park City, Utah 💨 #GoPro #GoProMTB #Bike #MTB #DownhillMTB #Speed

For more GoPro videos, subscribe to our channel 👉 http://goo.gl/HgVXpQ
GoPro MAX 360 Camera 👉 https://GoPro.com/MAX

Shot 100% on GoPro

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro",125010,5322,58,,"GoProAwards,GoPro,GoProMTB,Bike,MTB,DownhillMTB,Speed,GoPro","2023-08-13 19:24:02","19:24:02","2023-08-13"
37,bEE1lGtadb4,youtube,video,"GoPro Award recipient Fred Fugen, Aurélien Chatard, + Vincent Cotte have seen what very few people will ever get to—the top of the Egyptian pyramids. These masters of skydiving + base jumping exited a helicopter thousands of feet above Egypt. After bursting through the wall of clouds, the trio built their formation and buzzed by one of the 7 wonders of the world, just as planned. Shot on our 360° camera, GoPro MAX.

--------------------------------------------------------
Products used in this video:
GoPro MAX: https://GoPro.com/MAX
Enduro Battery for MAX: https://GoPro.com/MAXEnduro
64GB SD Card: https://GoPro.com/64SD
--------------------------------------------------------

Shot 100% on GoPro: https://bit.ly/3QwCvj7
Get stoked and subscribe: http://goo.gl/HgVXpQ

Music Courtesy of Epidemic Sound
https://www.epidemicsound.com/

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro #GoProMAX #Skydiving #Wingsuiting #Egypt #Pyramids #BASE",109664,2049,100,,"GoPro,GoProMAX,Skydiving,Wingsuiting,Egypt,Pyramids,BASE","2023-08-11 19:07:02","19:07:02","2023-08-11"
38,OGR6WZHP31w,youtube,video,"Flying your drone through the Scripps Pier is one of the many great things to do in San Diego. #GoProFPV Pilot Cole Parker's mastery on the FPV drone control sticks during this perfect La Jolla sunset earned him a $500 GoPro Award. Shot on #GoProHERO11 Black Mini. #GoPro #HyperSmooth #SanDiego #FPV #FPVDrone

For more GoPro videos, subscribe to our channel 👉 http://goo.gl/HgVXpQ
GoPro HERO11 Black Mini 👉 https://GoPro.com/HERO11Mini

Shot 100% on GoPro

Music Courtesy of Epidemic Sound
https://www.epidemicsound.com/

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro",82535,3596,26,,"GoProFPV,GoProHERO11,GoPro,HyperSmooth,SanDiego,FPV,FPVDrone,GoPro","2023-08-10 14:11:41","14:11:41","2023-08-10"
